?uri	?D_title	?D_description	?D_creator_identifier	?D_creator_name	?D_accrualPeriodicity	?D_identifier	?D_issued	?D_keyword	?D_theme	?D_modified	?D_publisher_identifier	?D_publisher_name	?D_rightsHolder_identifier	?D_rightsHolder_name	?D_contactPoint_fn	?D_contactPoint_hasEmail_nonorm	?D_distribution	?D_landingPage	?Dist_description	?Dist_format	?Dist_license	?Dist_title	?Dist_accessURL
<http://dati.comune.matera.it/dataset/8026883e-b651-4ea9-a3fe-2c1b36918c97>	"Elenco PMI e professionisti ammessi alla ZFU Matera"	"Elenco PMI e liberi professionisti ammessi ai benefici previsti dalla Zona Franca Urbana del comune di Matera istituita ai sensi della Delibera CIPE N°14 dell’8 Maggio 2009. Per una visione completa visualizzare anche la seguente [__MAPPA__](http://www.arcgis.com/home/webmap/viewer.html?webmap=55aa683b7bd54bb7887a428b602ee334)"	"c_f052"	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"elenco-pmi-e-professionisti-ammessi-alla-zfu-matera"	"2018-06-21T10:44:25.510182"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"ZFU"	<http://publications.europa.eu/resource/authority/data-theme/ECON>	"2018-06-21T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"c_f052"	"Redazione OD"	"c_f052"	"Redazione OD"	"comunedimatera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/8026883e-b651-4ea9-a3fe-2c1b36918c97/resource/5c067196-73d3-43c3-a308-ca35f9373c46>	<http://dati.comune.matera.it/dataset/elenco-pmi-e-professionisti-ammessi-alla-zfu-matera>	"Elenco PMI e liberi professionisti ammessi ai benefici previsti dalla Zona Franca Urbana del comune di Matera istituita ai sensi della Delibera CIPE N°14 dell’8 Maggio 2009."	<http://publications.europa.eu/resource/authority/file-type/XLSX>	<http://www.opendefinition.org/licenses/cc-by>	"elenco-pmi-e-professionisti-ammessi-alla-zfu-matera"	<https://docs.google.com/spreadsheets/d/e/2PACX-1vSnUOCcjZ6ThHSydHM53wXMiioLCBcwjLCj-c1bvMHY7xkf2siZt-HDv5nUCZA1qNC4wZiF16X1gCqS/pub?output=xlsx>
<http://dati.comune.matera.it/dataset/8026883e-b651-4ea9-a3fe-2c1b36918c97>	"Elenco PMI e professionisti ammessi alla ZFU Matera"	"Elenco PMI e liberi professionisti ammessi ai benefici previsti dalla Zona Franca Urbana del comune di Matera istituita ai sensi della Delibera CIPE N°14 dell’8 Maggio 2009. Per una visione completa visualizzare anche la seguente [__MAPPA__](http://www.arcgis.com/home/webmap/viewer.html?webmap=55aa683b7bd54bb7887a428b602ee334)"	"c_f052"	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"elenco-pmi-e-professionisti-ammessi-alla-zfu-matera"	"2018-06-21T10:44:25.510182"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"ZFU"	<http://publications.europa.eu/resource/authority/data-theme/ECON>	"2018-06-21T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"c_f052"	"Redazione OD"	"c_f052"	"Redazione OD"	"comunedimatera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/8026883e-b651-4ea9-a3fe-2c1b36918c97/resource/2f288d12-b63d-45f5-ad69-cc81fcc41093>	<http://dati.comune.matera.it/dataset/elenco-pmi-e-professionisti-ammessi-alla-zfu-matera>	"Elenco PMI e liberi professionisti ammessi ai benefici previsti dalla Zona Franca Urbana del comune di Matera istituita ai sensi della Delibera CIPE N°14 dell’8 Maggio 2009 in csv."	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	"elenco-pmi-e-professionisti-ammessi-alla-zfu-matera"	<https://docs.google.com/spreadsheets/d/e/2PACX-1vSnUOCcjZ6ThHSydHM53wXMiioLCBcwjLCj-c1bvMHY7xkf2siZt-HDv5nUCZA1qNC4wZiF16X1gCqS/pub?output=csv>
<http://dati.comune.matera.it/dataset/8026883e-b651-4ea9-a3fe-2c1b36918c97>	"Elenco PMI e professionisti ammessi alla ZFU Matera"	"Elenco PMI e liberi professionisti ammessi ai benefici previsti dalla Zona Franca Urbana del comune di Matera istituita ai sensi della Delibera CIPE N°14 dell’8 Maggio 2009. Per una visione completa visualizzare anche la seguente [__MAPPA__](http://www.arcgis.com/home/webmap/viewer.html?webmap=55aa683b7bd54bb7887a428b602ee334)"	"c_f052"	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"elenco-pmi-e-professionisti-ammessi-alla-zfu-matera"	"2018-06-21T10:44:25.510182"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Zona Franca Urbana"	<http://publications.europa.eu/resource/authority/data-theme/ECON>	"2018-06-21T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"c_f052"	"Redazione OD"	"c_f052"	"Redazione OD"	"comunedimatera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/8026883e-b651-4ea9-a3fe-2c1b36918c97/resource/5c067196-73d3-43c3-a308-ca35f9373c46>	<http://dati.comune.matera.it/dataset/elenco-pmi-e-professionisti-ammessi-alla-zfu-matera>	"Elenco PMI e liberi professionisti ammessi ai benefici previsti dalla Zona Franca Urbana del comune di Matera istituita ai sensi della Delibera CIPE N°14 dell’8 Maggio 2009."	<http://publications.europa.eu/resource/authority/file-type/XLSX>	<http://www.opendefinition.org/licenses/cc-by>	"elenco-pmi-e-professionisti-ammessi-alla-zfu-matera"	<https://docs.google.com/spreadsheets/d/e/2PACX-1vSnUOCcjZ6ThHSydHM53wXMiioLCBcwjLCj-c1bvMHY7xkf2siZt-HDv5nUCZA1qNC4wZiF16X1gCqS/pub?output=xlsx>
<http://dati.comune.matera.it/dataset/8026883e-b651-4ea9-a3fe-2c1b36918c97>	"Elenco PMI e professionisti ammessi alla ZFU Matera"	"Elenco PMI e liberi professionisti ammessi ai benefici previsti dalla Zona Franca Urbana del comune di Matera istituita ai sensi della Delibera CIPE N°14 dell’8 Maggio 2009. Per una visione completa visualizzare anche la seguente [__MAPPA__](http://www.arcgis.com/home/webmap/viewer.html?webmap=55aa683b7bd54bb7887a428b602ee334)"	"c_f052"	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"elenco-pmi-e-professionisti-ammessi-alla-zfu-matera"	"2018-06-21T10:44:25.510182"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Zona Franca Urbana"	<http://publications.europa.eu/resource/authority/data-theme/ECON>	"2018-06-21T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"c_f052"	"Redazione OD"	"c_f052"	"Redazione OD"	"comunedimatera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/8026883e-b651-4ea9-a3fe-2c1b36918c97/resource/2f288d12-b63d-45f5-ad69-cc81fcc41093>	<http://dati.comune.matera.it/dataset/elenco-pmi-e-professionisti-ammessi-alla-zfu-matera>	"Elenco PMI e liberi professionisti ammessi ai benefici previsti dalla Zona Franca Urbana del comune di Matera istituita ai sensi della Delibera CIPE N°14 dell’8 Maggio 2009 in csv."	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	"elenco-pmi-e-professionisti-ammessi-alla-zfu-matera"	<https://docs.google.com/spreadsheets/d/e/2PACX-1vSnUOCcjZ6ThHSydHM53wXMiioLCBcwjLCj-c1bvMHY7xkf2siZt-HDv5nUCZA1qNC4wZiF16X1gCqS/pub?output=csv>
<http://dati.comune.matera.it/dataset/8026883e-b651-4ea9-a3fe-2c1b36918c97>	"Elenco PMI e professionisti ammessi alla ZFU Matera"	"Elenco PMI e liberi professionisti ammessi ai benefici previsti dalla Zona Franca Urbana del comune di Matera istituita ai sensi della Delibera CIPE N°14 dell’8 Maggio 2009. Per una visione completa visualizzare anche la seguente [__MAPPA__](http://www.arcgis.com/home/webmap/viewer.html?webmap=55aa683b7bd54bb7887a428b602ee334)"	"c_f052"	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"elenco-pmi-e-professionisti-ammessi-alla-zfu-matera"	"2018-06-21T10:44:25.510182"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Ministero dello Sviluppo Economico"	<http://publications.europa.eu/resource/authority/data-theme/ECON>	"2018-06-21T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"c_f052"	"Redazione OD"	"c_f052"	"Redazione OD"	"comunedimatera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/8026883e-b651-4ea9-a3fe-2c1b36918c97/resource/5c067196-73d3-43c3-a308-ca35f9373c46>	<http://dati.comune.matera.it/dataset/elenco-pmi-e-professionisti-ammessi-alla-zfu-matera>	"Elenco PMI e liberi professionisti ammessi ai benefici previsti dalla Zona Franca Urbana del comune di Matera istituita ai sensi della Delibera CIPE N°14 dell’8 Maggio 2009."	<http://publications.europa.eu/resource/authority/file-type/XLSX>	<http://www.opendefinition.org/licenses/cc-by>	"elenco-pmi-e-professionisti-ammessi-alla-zfu-matera"	<https://docs.google.com/spreadsheets/d/e/2PACX-1vSnUOCcjZ6ThHSydHM53wXMiioLCBcwjLCj-c1bvMHY7xkf2siZt-HDv5nUCZA1qNC4wZiF16X1gCqS/pub?output=xlsx>
<http://dati.comune.matera.it/dataset/8026883e-b651-4ea9-a3fe-2c1b36918c97>	"Elenco PMI e professionisti ammessi alla ZFU Matera"	"Elenco PMI e liberi professionisti ammessi ai benefici previsti dalla Zona Franca Urbana del comune di Matera istituita ai sensi della Delibera CIPE N°14 dell’8 Maggio 2009. Per una visione completa visualizzare anche la seguente [__MAPPA__](http://www.arcgis.com/home/webmap/viewer.html?webmap=55aa683b7bd54bb7887a428b602ee334)"	"c_f052"	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"elenco-pmi-e-professionisti-ammessi-alla-zfu-matera"	"2018-06-21T10:44:25.510182"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Ministero dello Sviluppo Economico"	<http://publications.europa.eu/resource/authority/data-theme/ECON>	"2018-06-21T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"c_f052"	"Redazione OD"	"c_f052"	"Redazione OD"	"comunedimatera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/8026883e-b651-4ea9-a3fe-2c1b36918c97/resource/2f288d12-b63d-45f5-ad69-cc81fcc41093>	<http://dati.comune.matera.it/dataset/elenco-pmi-e-professionisti-ammessi-alla-zfu-matera>	"Elenco PMI e liberi professionisti ammessi ai benefici previsti dalla Zona Franca Urbana del comune di Matera istituita ai sensi della Delibera CIPE N°14 dell’8 Maggio 2009 in csv."	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	"elenco-pmi-e-professionisti-ammessi-alla-zfu-matera"	<https://docs.google.com/spreadsheets/d/e/2PACX-1vSnUOCcjZ6ThHSydHM53wXMiioLCBcwjLCj-c1bvMHY7xkf2siZt-HDv5nUCZA1qNC4wZiF16X1gCqS/pub?output=csv>
<http://dati.comune.matera.it/dataset/79f95504-6fd6-468a-a864-7eedc55753b7>	"Residenti per Quartiere ed Area Geografica di appartenenza al 31.12.2016"	"Popolazione residente suddivisa per grandi Aree Geografiche di appartenenza e/o provenienza raggruppata per Aree Sub Comunali (quartieri) al 31 Dicembre 2016.  [_MAPPA_](https://goo.gl/vkYQuV)"	"c_f052"	"Ufficio Statistica"	<http://publications.europa.eu/resource/authority/frequency/ANNUAL>	"residenti-per-quartiere-ed-area-geografica-di-appartenenza"	"2018-01-17T20:18:52.376221"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"popolazione residente"	<http://publications.europa.eu/resource/authority/data-theme/SOCI>	"2018-02-02T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"c_f052"	"Redazione OD"	"c_f052"	"Comune di Matera"	"comunedimatera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/79f95504-6fd6-468a-a864-7eedc55753b7/resource/3eb5a56a-3a09-4b71-940f-9bc6c4511167>	<http://dati.comune.matera.it/dataset/residenti-per-quartiere-ed-area-geografica-di-appartenenza>	"Residenti per Quartieri ed Area Geografica di appartenenza e/o provenienza al 31.12.2016 in xlsx"	<http://publications.europa.eu/resource/authority/file-type/XLSX>	<http://www.opendefinition.org/licenses/cc-by>	"ResidentiiQuartieriAreaGEO2016.xlsx"	<http://dati.comune.matera.it/dataset/79f95504-6fd6-468a-a864-7eedc55753b7/resource/3eb5a56a-3a09-4b71-940f-9bc6c4511167/download/residentiiquartieriareageo2016.xlsx>
<http://dati.comune.matera.it/dataset/79f95504-6fd6-468a-a864-7eedc55753b7>	"Residenti per Quartiere ed Area Geografica di appartenenza al 31.12.2016"	"Popolazione residente suddivisa per grandi Aree Geografiche di appartenenza e/o provenienza raggruppata per Aree Sub Comunali (quartieri) al 31 Dicembre 2016.  [_MAPPA_](https://goo.gl/vkYQuV)"	"c_f052"	"Ufficio Statistica"	<http://publications.europa.eu/resource/authority/frequency/ANNUAL>	"residenti-per-quartiere-ed-area-geografica-di-appartenenza"	"2018-01-17T20:18:52.376221"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"popolazione residente"	<http://publications.europa.eu/resource/authority/data-theme/SOCI>	"2018-02-02T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"c_f052"	"Redazione OD"	"c_f052"	"Comune di Matera"	"comunedimatera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/79f95504-6fd6-468a-a864-7eedc55753b7/resource/a450e065-f065-482f-ae1e-e5250970ad75>	<http://dati.comune.matera.it/dataset/residenti-per-quartiere-ed-area-geografica-di-appartenenza>	"Residenti per Area Geografica di appartenenza e/o provenienza suddivisa per quartieri al 31.12.2016 in csv"	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	"residenti-per-quartiere-ed-area-geografica-di-appartenenza-provenienza"	<http://goo.gl/dtTXsQ>
<http://dati.comune.matera.it/dataset/79f95504-6fd6-468a-a864-7eedc55753b7>	"Residenti per Quartiere ed Area Geografica di appartenenza al 31.12.2016"	"Popolazione residente suddivisa per grandi Aree Geografiche di appartenenza e/o provenienza raggruppata per Aree Sub Comunali (quartieri) al 31 Dicembre 2016.  [_MAPPA_](https://goo.gl/vkYQuV)"	"c_f052"	"Ufficio Statistica"	<http://publications.europa.eu/resource/authority/frequency/ANNUAL>	"residenti-per-quartiere-ed-area-geografica-di-appartenenza"	"2018-01-17T20:18:52.376221"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"popolazione"	<http://publications.europa.eu/resource/authority/data-theme/SOCI>	"2018-02-02T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"c_f052"	"Redazione OD"	"c_f052"	"Comune di Matera"	"comunedimatera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/79f95504-6fd6-468a-a864-7eedc55753b7/resource/3eb5a56a-3a09-4b71-940f-9bc6c4511167>	<http://dati.comune.matera.it/dataset/residenti-per-quartiere-ed-area-geografica-di-appartenenza>	"Residenti per Quartieri ed Area Geografica di appartenenza e/o provenienza al 31.12.2016 in xlsx"	<http://publications.europa.eu/resource/authority/file-type/XLSX>	<http://www.opendefinition.org/licenses/cc-by>	"ResidentiiQuartieriAreaGEO2016.xlsx"	<http://dati.comune.matera.it/dataset/79f95504-6fd6-468a-a864-7eedc55753b7/resource/3eb5a56a-3a09-4b71-940f-9bc6c4511167/download/residentiiquartieriareageo2016.xlsx>
<http://dati.comune.matera.it/dataset/79f95504-6fd6-468a-a864-7eedc55753b7>	"Residenti per Quartiere ed Area Geografica di appartenenza al 31.12.2016"	"Popolazione residente suddivisa per grandi Aree Geografiche di appartenenza e/o provenienza raggruppata per Aree Sub Comunali (quartieri) al 31 Dicembre 2016.  [_MAPPA_](https://goo.gl/vkYQuV)"	"c_f052"	"Ufficio Statistica"	<http://publications.europa.eu/resource/authority/frequency/ANNUAL>	"residenti-per-quartiere-ed-area-geografica-di-appartenenza"	"2018-01-17T20:18:52.376221"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"popolazione"	<http://publications.europa.eu/resource/authority/data-theme/SOCI>	"2018-02-02T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"c_f052"	"Redazione OD"	"c_f052"	"Comune di Matera"	"comunedimatera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/79f95504-6fd6-468a-a864-7eedc55753b7/resource/a450e065-f065-482f-ae1e-e5250970ad75>	<http://dati.comune.matera.it/dataset/residenti-per-quartiere-ed-area-geografica-di-appartenenza>	"Residenti per Area Geografica di appartenenza e/o provenienza suddivisa per quartieri al 31.12.2016 in csv"	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	"residenti-per-quartiere-ed-area-geografica-di-appartenenza-provenienza"	<http://goo.gl/dtTXsQ>
<http://dati.comune.matera.it/dataset/79f95504-6fd6-468a-a864-7eedc55753b7>	"Residenti per Quartiere ed Area Geografica di appartenenza al 31.12.2016"	"Popolazione residente suddivisa per grandi Aree Geografiche di appartenenza e/o provenienza raggruppata per Aree Sub Comunali (quartieri) al 31 Dicembre 2016.  [_MAPPA_](https://goo.gl/vkYQuV)"	"c_f052"	"Ufficio Statistica"	<http://publications.europa.eu/resource/authority/frequency/ANNUAL>	"residenti-per-quartiere-ed-area-geografica-di-appartenenza"	"2018-01-17T20:18:52.376221"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"statistica"	<http://publications.europa.eu/resource/authority/data-theme/SOCI>	"2018-02-02T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"c_f052"	"Redazione OD"	"c_f052"	"Comune di Matera"	"comunedimatera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/79f95504-6fd6-468a-a864-7eedc55753b7/resource/3eb5a56a-3a09-4b71-940f-9bc6c4511167>	<http://dati.comune.matera.it/dataset/residenti-per-quartiere-ed-area-geografica-di-appartenenza>	"Residenti per Quartieri ed Area Geografica di appartenenza e/o provenienza al 31.12.2016 in xlsx"	<http://publications.europa.eu/resource/authority/file-type/XLSX>	<http://www.opendefinition.org/licenses/cc-by>	"ResidentiiQuartieriAreaGEO2016.xlsx"	<http://dati.comune.matera.it/dataset/79f95504-6fd6-468a-a864-7eedc55753b7/resource/3eb5a56a-3a09-4b71-940f-9bc6c4511167/download/residentiiquartieriareageo2016.xlsx>
<http://dati.comune.matera.it/dataset/79f95504-6fd6-468a-a864-7eedc55753b7>	"Residenti per Quartiere ed Area Geografica di appartenenza al 31.12.2016"	"Popolazione residente suddivisa per grandi Aree Geografiche di appartenenza e/o provenienza raggruppata per Aree Sub Comunali (quartieri) al 31 Dicembre 2016.  [_MAPPA_](https://goo.gl/vkYQuV)"	"c_f052"	"Ufficio Statistica"	<http://publications.europa.eu/resource/authority/frequency/ANNUAL>	"residenti-per-quartiere-ed-area-geografica-di-appartenenza"	"2018-01-17T20:18:52.376221"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"statistica"	<http://publications.europa.eu/resource/authority/data-theme/SOCI>	"2018-02-02T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"c_f052"	"Redazione OD"	"c_f052"	"Comune di Matera"	"comunedimatera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/79f95504-6fd6-468a-a864-7eedc55753b7/resource/a450e065-f065-482f-ae1e-e5250970ad75>	<http://dati.comune.matera.it/dataset/residenti-per-quartiere-ed-area-geografica-di-appartenenza>	"Residenti per Area Geografica di appartenenza e/o provenienza suddivisa per quartieri al 31.12.2016 in csv"	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	"residenti-per-quartiere-ed-area-geografica-di-appartenenza-provenienza"	<http://goo.gl/dtTXsQ>
<http://dati.comune.matera.it/dataset/79f95504-6fd6-468a-a864-7eedc55753b7>	"Residenti per Quartiere ed Area Geografica di appartenenza al 31.12.2016"	"Popolazione residente suddivisa per grandi Aree Geografiche di appartenenza e/o provenienza raggruppata per Aree Sub Comunali (quartieri) al 31 Dicembre 2016.  [_MAPPA_](https://goo.gl/vkYQuV)"	"c_f052"	"Ufficio Statistica"	<http://publications.europa.eu/resource/authority/frequency/ANNUAL>	"residenti-per-quartiere-ed-area-geografica-di-appartenenza"	"2018-01-17T20:18:52.376221"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"demografia"	<http://publications.europa.eu/resource/authority/data-theme/SOCI>	"2018-02-02T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"c_f052"	"Redazione OD"	"c_f052"	"Comune di Matera"	"comunedimatera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/79f95504-6fd6-468a-a864-7eedc55753b7/resource/3eb5a56a-3a09-4b71-940f-9bc6c4511167>	<http://dati.comune.matera.it/dataset/residenti-per-quartiere-ed-area-geografica-di-appartenenza>	"Residenti per Quartieri ed Area Geografica di appartenenza e/o provenienza al 31.12.2016 in xlsx"	<http://publications.europa.eu/resource/authority/file-type/XLSX>	<http://www.opendefinition.org/licenses/cc-by>	"ResidentiiQuartieriAreaGEO2016.xlsx"	<http://dati.comune.matera.it/dataset/79f95504-6fd6-468a-a864-7eedc55753b7/resource/3eb5a56a-3a09-4b71-940f-9bc6c4511167/download/residentiiquartieriareageo2016.xlsx>
<http://dati.comune.matera.it/dataset/79f95504-6fd6-468a-a864-7eedc55753b7>	"Residenti per Quartiere ed Area Geografica di appartenenza al 31.12.2016"	"Popolazione residente suddivisa per grandi Aree Geografiche di appartenenza e/o provenienza raggruppata per Aree Sub Comunali (quartieri) al 31 Dicembre 2016.  [_MAPPA_](https://goo.gl/vkYQuV)"	"c_f052"	"Ufficio Statistica"	<http://publications.europa.eu/resource/authority/frequency/ANNUAL>	"residenti-per-quartiere-ed-area-geografica-di-appartenenza"	"2018-01-17T20:18:52.376221"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"demografia"	<http://publications.europa.eu/resource/authority/data-theme/SOCI>	"2018-02-02T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"c_f052"	"Redazione OD"	"c_f052"	"Comune di Matera"	"comunedimatera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/79f95504-6fd6-468a-a864-7eedc55753b7/resource/a450e065-f065-482f-ae1e-e5250970ad75>	<http://dati.comune.matera.it/dataset/residenti-per-quartiere-ed-area-geografica-di-appartenenza>	"Residenti per Area Geografica di appartenenza e/o provenienza suddivisa per quartieri al 31.12.2016 in csv"	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	"residenti-per-quartiere-ed-area-geografica-di-appartenenza-provenienza"	<http://goo.gl/dtTXsQ>
<http://dati.comune.matera.it/dataset/79f95504-6fd6-468a-a864-7eedc55753b7>	"Residenti per Quartiere ed Area Geografica di appartenenza al 31.12.2016"	"Popolazione residente suddivisa per grandi Aree Geografiche di appartenenza e/o provenienza raggruppata per Aree Sub Comunali (quartieri) al 31 Dicembre 2016.  [_MAPPA_](https://goo.gl/vkYQuV)"	"c_f052"	"Ufficio Statistica"	<http://publications.europa.eu/resource/authority/frequency/ANNUAL>	"residenti-per-quartiere-ed-area-geografica-di-appartenenza"	"2018-01-17T20:18:52.376221"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"popolazione straniera"	<http://publications.europa.eu/resource/authority/data-theme/SOCI>	"2018-02-02T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"c_f052"	"Redazione OD"	"c_f052"	"Comune di Matera"	"comunedimatera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/79f95504-6fd6-468a-a864-7eedc55753b7/resource/3eb5a56a-3a09-4b71-940f-9bc6c4511167>	<http://dati.comune.matera.it/dataset/residenti-per-quartiere-ed-area-geografica-di-appartenenza>	"Residenti per Quartieri ed Area Geografica di appartenenza e/o provenienza al 31.12.2016 in xlsx"	<http://publications.europa.eu/resource/authority/file-type/XLSX>	<http://www.opendefinition.org/licenses/cc-by>	"ResidentiiQuartieriAreaGEO2016.xlsx"	<http://dati.comune.matera.it/dataset/79f95504-6fd6-468a-a864-7eedc55753b7/resource/3eb5a56a-3a09-4b71-940f-9bc6c4511167/download/residentiiquartieriareageo2016.xlsx>
<http://dati.comune.matera.it/dataset/79f95504-6fd6-468a-a864-7eedc55753b7>	"Residenti per Quartiere ed Area Geografica di appartenenza al 31.12.2016"	"Popolazione residente suddivisa per grandi Aree Geografiche di appartenenza e/o provenienza raggruppata per Aree Sub Comunali (quartieri) al 31 Dicembre 2016.  [_MAPPA_](https://goo.gl/vkYQuV)"	"c_f052"	"Ufficio Statistica"	<http://publications.europa.eu/resource/authority/frequency/ANNUAL>	"residenti-per-quartiere-ed-area-geografica-di-appartenenza"	"2018-01-17T20:18:52.376221"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"popolazione straniera"	<http://publications.europa.eu/resource/authority/data-theme/SOCI>	"2018-02-02T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"c_f052"	"Redazione OD"	"c_f052"	"Comune di Matera"	"comunedimatera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/79f95504-6fd6-468a-a864-7eedc55753b7/resource/a450e065-f065-482f-ae1e-e5250970ad75>	<http://dati.comune.matera.it/dataset/residenti-per-quartiere-ed-area-geografica-di-appartenenza>	"Residenti per Area Geografica di appartenenza e/o provenienza suddivisa per quartieri al 31.12.2016 in csv"	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	"residenti-per-quartiere-ed-area-geografica-di-appartenenza-provenienza"	<http://goo.gl/dtTXsQ>
